"sample.id","age"
1,6791
2,7419
3,8044
4,8647
5,9129
6,9581
7,10025
8,10454
9,10656
10,10789
11,10944
12,11100
13,11249
14,11355
15,11450
16,11546
17,11643
18,11834
19,11930
20,12028
21,12123
22,12222
23,12318
24,12414
25,12510
26,12605
27,12702
28,12809
29,12918
30,13028
31,13137
32,13248
33,13358
34,13467
35,13568
36,13665
37,13763
38,13862
39,13961
40,14057
41,14154
42,14249
43,14346
44,14447
