"sample.id","age"
1,-7
2,593
3,1294
4,1867
5,2438
6,3006
7,3471
8,3660
9,3898
10,4135
11,4404
12,4642
13,4878
14,5138
15,5392
16,5715
17,6074
18,6178
19,6645
20,7240
21,7725
22,8210
23,8924
24,9085
25,9506
26,10152
27,10573
28,10956
29,11350
30,11579
31,11917
32,12028
33,12133
34,17129
35,17336
36,17436
