"sample.id","age"
1,-30
2,-23
3,-6
4,31
5,46
6,98
7,294
8,332
9,373
10,414
11,453
12,493
13,532
14,573
15,613
16,652
17,867
18,920
19,970
20,1028
21,1084
22,1140
23,1199
24,1257
25,1313
26,1370
27,1419
