"sample.id","age"
1,115
2,181
3,254
4,361
5,658
6,1019
7,1188
8,1353
9,1805
10,2306
11,2532
12,2847
13,3197
14,3359
15,3593
16,3910
17,4150
18,4497
19,4734
20,5095
21,5438
22,5677
23,5864
24,6069
25,6188
26,6297
27,6448
28,6726
29,7014
30,7304
31,7585
32,7834
33,7965
34,8092
35,8164
36,8276
37,8579
38,8942
39,9311
40,9684
41,10061
42,10413
43,10603
44,10755
45,11056
46,11206
47,11356
48,11504
49,11591
50,11771
