"sample.id","age"
1,48
2,153
3,256
4,360
5,464
6,671
7,953
8,1145
9,1579
10,2148
11,2541
12,3035
13,3528
14,3850
15,4025
16,4200
17,4553
18,5082
19,5611
20,6134
21,6747
22,7355
23,8010
