"sample.id","age"
1,148
2,182
3,235
4,276
5,313
6,350
7,384
8,520
9,644
10,762
11,989
12,1315
13,1480
14,1780
15,2096
16,2443
17,2740
18,2879
19,3022
20,3365
21,3478
22,3634
23,3812
24,3867
25,3972
26,4507
27,4764
28,5014
29,5267
30,5620
31,6372
32,7127
33,7529
34,7963
35,8165
