"sample.id","age"
1,-55
2,-22
3,17
4,56
5,94
6,132
7,170
8,209
9,253
10,296
11,339
12,384
13,430
14,470
15,511
16,551
17,590
18,630
19,669
20,709
21,749
22,789
23,823
24,868
25,913
26,957
27,1003
28,1048
29,1093
30,1139
31,1184
32,1230
33,1275
34,1320
35,1364
36,1409
37,1454
38,1499
39,1543
40,1591
41,1642
42,1694
43,1746
44,1797
45,1848
46,1899
