"sample.id","age"
1,-17
2,103
3,241
4,350
5,405
6,514
7,649
8,784
9,919
10,1055
11,1326
12,1595
13,1865
14,2135
15,2402
16,2535
17,2670
18,2807
19,3118
20,3537
21,3975
22,4418
23,4866
24,5316
25,5543
26,6924
27,7366
28,7794
29,8230
30,8364
