"sample.id","age"
1,-29
2,10
3,105
4,186
5,265
6,362
7,457
8,521
9,743
10,902
11,982
12,1298
13,1774
14,2716
15,3331
16,4183
17,4596
18,5214
19,5834
20,6145
21,6765
22,7383
23,7690
24,8132
25,9026
26,9906
27,10344
28,11205
29,11412
30,11681
31,11910
