"sample.id","age"
1,-50
2,-36
3,-15
4,22
5,62
6,113
7,180
8,251
9,324
10,437
11,615
12,787
13,964
14,1148
15,1327
16,1486
17,1644
18,1798
19,1956
20,2113
21,2432
22,2752
23,3074
