"","dataset.id","site.name","lat","long","depth","Acer","Alnus","Amaranthaceae undiff.","Ambrosia","Artemisia","Asteraceae subf. Asteroideae","Betula","Carya","Castanea","Cornus","Corylus","Cupressaceae undiff.","Epilobium","Ericaceae undiff.","Fagus","Fraxinus","Galium","Ilex","Iva","Juglans","Lycopodiaceae undiff.","Myricaceae undiff.","Ostrya/Carpinus","Picea","Pinus subg. Pinus","Pinus subg. Strobus","Plantago","Platanus","Poaceae undiff.","Polyonum","Populus","Pteridium","Quercus","Rosaceae undiff.","Rumex/Oxyria","Salix","Thalictrum","Tilia","Tsuga","Ulmus","Viburnum"
"172","GS6","Lake Wood",44.408167,-68.268658,540,7,8,1,1,0,0,52,0,0,0,0,3,0,0,11,8,0,0,0,0,0,1,1,2,8.5,93,0,1,0,0,1,1,37,0,0,0,0,0,97,1,1
"173","GS6","Lake Wood",44.408167,-68.268658,546,7,7,0,1,0,0,61,0,0,0,1,2,0,0,11,8,0,1,1,1,0,7,0,1,1.5,85.5,0,0,0,0,2,0,44,0,0,0,0,0,81,1,0
"174","GS6","Lake Wood",44.408167,-68.268658,550,10,17,0,2,0,2,69,1,0,0,0,1,0,0,8,7,0,0,0,0,0,8,1,1,10.5,80.5,0,0,0,0,0,0,62,0,0,0,0,0,68,4,0
"175","GS6","Lake Wood",44.408167,-68.268658,552,4,14,0,1,0,0,78,2,0,0,0,1,0,0,8,9,0,0,0,0,0,5,4,0,0,86,0,0,0,0,0,1,57,0,0,0,0,0,50,5,0
"176","GS6","Lake Wood",44.408167,-68.268658,554,5,14,0,0,0,0,76,2,0,0,3,2,0,0,7,12,0,0,0,0,0,8,1,0,0,89,0,1,0,0,0,3,55,0,0,3,0,0,68,3,0
"177","GS6","Lake Wood",44.408167,-68.268658,556,5,12,0,1,1,1,73,0,0,0,0,2,0,0,10,5,0,0,0,0,1,1,2,3,5.5,62.5,0,1,0,0,2,0,59,0,0,1,0,0,58,2,0
"178","GS6","Lake Wood",44.408167,-68.268658,558,6,18,0,1,0,3,83,0,0,0,0,0,0,0,9,10,0,0,0,0,0,4,1,0,1.5,97.5,0,1,0,0,2,0,63,0,0,0,0,0,43,1,0
"179","GS6","Lake Wood",44.408167,-68.268658,560,3,13,0,0,0,0,65,1,0,0,2,2,0,0,4,12,0,2,0,0,1,6,1,1,14,84,0,0,0,0,1,3,46,0,0,1,0,0,58,3,0
"180","GS6","Lake Wood",44.408167,-68.268658,562,5,25,0,0,1,2,59,0,0,0,2,1,0,0,11,6,0,0,0,0,1,9,0,0,3,77,0,1,0,0,2,4,53,0,0,0,0,0,64,2,0
"181","GS6","Lake Wood",44.408167,-68.268658,564,3,29,0,0,0,0,69,0,0,0,0,2,0,0,6,5,0,0,0,0,0,16,1,0,0,86,0,2,0,0,2,4,31,0,0,0,0,0,62,0,1
"182","GS6","Lake Wood",44.408167,-68.268658,566,5,10,0,1,0,1,54,0,0,0,0,2,0,1,11,9,0,0,0,0,0,9,2,2,5,91,0,2,0,0,0,4,22,0,0,0,0,0,104,3,0
"183","GS6","Lake Wood",44.408167,-68.268658,570,7,4,0,1,0,0,52,1,0,0,0,0,0,0,9,4,0,1,0,0,1,3,1,2,3.5,95.5,0,0,0,0,0,1,30,0,1,0,0,0,109,4,0
"184","GS6","Lake Wood",44.408167,-68.268658,576,5,5,1,1,0,1,65,2,0,0,1,1,0,1,9,9,0,1,0,1,1,3,1,1,1.5,116,0,0,0,0,1,2,43,0,0,0,0,0,68,2,0
"185","GS6","Lake Wood",44.408167,-68.268658,580,9,3,1,1,1,0,59,0,0,0,1,1,0,0,3,6,0,1,0,0,1,1,0,1,2.5,118.5,0,0,0,0,1,0,44,0,0,0,0,0,74,3,0
